Patent_code,ID1,ID2,ID3,ID4,ID5,ID6,ID7
A23B4/048,C14677,C1041,C474,,,,
A23B4/052,C14668,C5828,C1041,,,,
A23B4/056,C14677,C1041,,,,,
A23B4/06,C12733,C1041,C15919,,,,
A23B4/07,C12733,C1041,C6660,C15901,,,
A23B4/08,C12733,C1041,C4198,,,,
A23B4/09,C12733,C1041,C15919,,,,
A23B4/10,C12733,C1041,C3878,,,,
A23B4/12,C12733,C1041,C398,,,,
A23B4/14,C12733,C1041,,,,,
A23B4/16,C12733,C1041,C6916,,,,
A23B4/18,C12733,C1041,C188709,,,,
A23B4/20,C12733,C1041,C11306,C10268,C5780,,
A23B4/22,C12733,C1041,C10268,C5780,,,
A23B4/24,C12733,C1041,C8345,,,,
A23B4/26,C12733,C1041,C9463,C5828,,,
A23B4/28,C12733,C1041,C9463,C8335,,,
A23B4/30,C12733,C1041,C9463,C15052,C5828,,
A23B4/32,C12733,C1041,C14809,C5828,,,
A23B5/00,C12733,C1041,,,,,
A23B5/005,C12733,C1041,C7726,,,,
A23B5/01,C12733,C1041,C7726,,,,
A23B5/015,C12733,C1041,,,,,
A23B5/02,C12733,C1041,C5395,,,,
A23B5/025,C12733,C1041,C5395,C474,,,
A23B5/03,C12733,C1041,C6616,,,,
A23B5/035,C12733,C1041,C15049,,,,
A23B5/04,C12733,C1041,C15919,,,,
A23B5/045,C12733,C1041,C6660,C15901,,,
A23B5/05,C12733,C1041,C15919,,,,
A23B5/055,C12733,C1041,C15919,,,,
A23B5/06,C12733,C5513,C3878,,,,
A23B5/08,C12733,C1041,,,,,
A23B5/10,C12733,C1041,C6916,,,,
A23B5/12,C12733,C1041,C188709,,,,
A23B5/14,C12733,C1041,C11306,C10268,C5780,,
A23B5/16,C12733,C1041,C10268,C5780,,,
A23B5/18,C12733,C1041,C8345,,,,
A23B5/20,C12733,C1041,C9463,C5828,,,
A23B5/22,C12733,C1041,C14809,C5828,,,
A23B7/00,C12733,C13716,C12358,,,,
A23B7/005,C12733,C12358,C7726,,,,
A23B7/01,C12733,C12358,C7726,,,,
A23B7/015,C12733,C12358,,,,,
A23B7/02,C12733,C12358,C5395,,,,
A23B7/022,C12733,C12358,C5395,C474,,,
A23B7/024,C12733,C12358,C6616,,,,
A23B7/026,C12733,C12358,C15049,,,,
A23B7/028,C12733,C12358,C5395,,,,
A23B7/03,C12733,C12678,C5395,,,,
A23B7/04,C12733,C12358,C15919,,,,
A23B7/045,C12733,C12358,C6660,C15901,,,
A23B7/05,C12733,C12358,C15919,,,,
A23B7/055,C12733,C12358,C15919,,,,
A23B7/06,C12733,C12358,C2192,,,,
A23B7/08,C12733,C12358,C15455,,,,
A23B7/10,C12733,C12358,C398,C6171,,,
A23B7/12,C12733,C14159,C4071,C12794,,,
A23B7/14,C12733,C13716,C12358,,,,
A23B7/144,C12733,C13716,C12358,C6916,,,
A23B7/148,C12733,C13716,C12358,C6916,C4177,,
A23B7/152,C12733,C13716,C12358,C6916,C4177,,
A23B7/153,C12733,C13716,C12358,C188709,,,
A23B7/154,C12733,C13716,C12358,C11306,C10268,C5780,
A23B7/155,C12733,C13716,C12358,C10268,C5780,,
A23B7/157,C12733,C13716,C12358,C8345,,,
A23B7/158,C12733,C12358,C9463,C5828,,,
A23B7/159,C12733,C12358,C14809,C5828,,,
A23B7/16,C12733,C13716,C12358,C3878,,,
A23B9/00,C12733,C14323,,,,,
A23B9/02,C12733,C14323,C7726,,,,
A23B9/04,C12733,C14323,C7726,,,,
A23B9/06,C12733,C14323,,,,,
A23B9/08,C12733,C14323,C5395,,,,
A23B9/10,C12733,C14323,C15919,,,,
A23B9/12,C12733,C14323,C6660,C15901,,,
A23B9/14,C12733,C14323,C3878,,,,
A23B9/16,C12733,C14323,,,,,
A23B9/18,C12733,C14323,C6916,,,,
A23B9/20,C12733,C14323,C6916,C4177,,,
A23B9/22,C12733,C14323,C6916,C4177,,,
A23B9/24,C12733,C14323,C188709,,,,
A23B9/26,C12733,C14323,C11306,C10268,C5780,,
A23B9/28,C12733,C14323,C10268,C5780,,,
A23B9/30,C12733,C14323,C8345,,,,
A23B9/32,C12733,C14323,C9463,C5828,,,
A23B9/34,C12733,C14323,C14809,C5828,,,
A23C1/00,C4752,C12791,,,,,
A23C1/01,C4752,C188402,,,,,
A23C1/03,C4752,C188402,C5828,,,,
A23C1/04,C4752,C15052,C6916,,,,
A23C1/05,C4752,C15052,C6916,C596,,,
A23C1/06,C4752,C6613,,,,,
A23C1/08,C4752,C6616,,,,,
A23C1/10,C4752,C6470,C5395,,,,
A23C1/12,C4752,C4085,C5999,,,,
A23C1/14,C4752,C12791,,,,,
A23C1/16,C4752,C4085,C5999,C474,,,
A23C3/00,C10306,C12733,,,,,
A23C3/02,C10306,C12733,C7726,,,,
A23C3/023,C10306,C12733,C7726,C11490,,,
A23C3/027,C10306,C12733,C7726,C11490,C5828,,
A23C3/03,C10306,C12733,C7726,,,,
A23C3/033,C10306,C12733,C7726,C5828,,,
A23C3/037,C10306,C12733,C7726,C5828,,,
A23C3/04,C10306,C12733,C15919,,,,
A23C3/05,C10306,C12733,C15919,C11490,,,
A23C3/07,C10306,C12733,C8486,,,,
A23C3/08,C10306,C12733,C6526,,,,
A23C7/00,C4743,C15765,,,,,
A23C7/02,C4743,C5828,C3779,,,,
A23C7/04,C10306,C4851,,,,,
A23C9/00,C4752,,,,,,
A23C9/12,C6182,C10268,C5780,,,,
A23C9/123,C6182,C8993,,,,,
A23C9/127,C6182,C10268,C5780,,,,
A23C9/13,C6182,C6494,,,,,
A23C9/133,C6182,C12358,,,,,
A23C9/137,C6182,C6552,,,,,
A23C9/14,C4752,C4062,C12791,,,,
A23C9/142,C4752,C4062,C12791,,,,
A23C9/144,C4752,C4062,C12791,C5564,,,
A23C9/146,C4752,C4062,C8449,,,,
A23C9/148,C4752,C4062,C12791,,,,
A23C9/15,C4752,C13388,C13394,,,,
A23C9/152,C4752,C13388,C13394,C6494,,,
A23C9/154,C4752,C13388,C13394,C6552,C5513,C3291,C6963
A23C9/156,C6372,C13388,C13394,,,,
A23C9/158,C4752,C13388,C13394,C16909,C1109,,
A23C9/16,C10322,C596,C7379,C8363,,,
A23C9/18,C5360,C4071,,,,,
A23C9/20,C5077,C4752,,,,,
A23C11/00,C10328,,,,,,
A23C11/02,C10328,C6111,C12928,,,,
A23C11/04,C10328,C6111,C10325,,,,
A23C11/06,C10328,C12928,,,,,
A23C11/08,C10328,C3093,,,,,
A23C11/10,C10328,C9084,,,,,
A23C13/00,C4381,,,,,,
A23C13/08,C4381,C12733,,,,,
A23C13/10,C4381,C12733,C6526,,,,
A23C13/12,C4381,,,,,,
A23C13/14,C4752,,,,,,
A23C13/16,C14875,C10268,C5780,,,,
A23C15/00,C2590,C2604,,,,,
A23C15/02,C2590,C2604,,,,,
A23C15/04,C2590,C2604,C2596,,,,
A23C15/06,C2604,C4381,C12028,,,,
A23C15/12,C2590,,,,,,
A23C15/14,C2590,C2596,C12699,,,,
A23C15/16,C2590,C6114,,,,,
A23C15/18,C2590,C12733,,,,,
A23C15/20,C2590,C12733,C6526,,,,
A23C17/00,C2605,,,,,,
A23C17/02,C2605,C10268,C5780,,,,
A23C19/00,C3365,,,,,,
A23C19/02,C3368,C3383,,,,,
A23C19/024,C3368,C3383,,,,,
A23C19/028,C3368,C3383,C3384,C3380,,,
A23C19/032,C3368,C3383,C10268,C10221,,,
A23C19/04,C3368,C3383,C10310,,,,
A23C19/045,C3368,C3383,C3384,C3871,,,
A23C19/05,C3368,C3383,C3384,,,,
A23C19/055,C3368,C3383,C6111,C12928,,,
A23C19/06,C3368,C3383,,,,,
A23C19/064,C3368,C14051,,,,,
A23C19/068,C3368,C3383,C3379,,,,
A23C19/072,C3368,C3383,C3363,,,,
A23C19/076,C3368,C3383,C14762,C6633,,,
A23C19/08,C12789,C3383,,,,,
A23C19/082,C3368,C474,C10012,,,,
A23C19/084,C3368,C474,C10012,,,,
A23C19/086,C3365,C12699,,,,,
A23C19/09,C3368,C12791,,,,,
A23C19/093,C3368,C12791,C6111,C12928,,,
A23C19/097,C3365,C12733,,,,,
A23C19/10,C3365,C12733,C6526,,,,
A23C19/11,C3365,C12733,C6526,,,,
A23C19/14,C3383,,,,,,
A23C19/16,C3365,C3879,C3878,,,,
A23C20/00,C3378,,,,,,
A23C20/02,C3378,,,,,,
A23C21/00,C17075,,,,,,
A23C21/02,C17075,C10268,C5780,,,,
A23C21/04,C17075,C6111,C12928,,,,
A23C21/06,C17075,,,,,,
A23C21/08,C17075,C16757,C1041,C11306,C6494,,
A23C21/10,C17075,C8345,C6494,,,,
A23C23/00,C4752,,,,,,
A23D7/00,C9416,,,,,,
A23D7/005,C9416,C8332,,,,,
A23D7/01,C9416,C6123,,,,,
A23D7/015,C9416,C2739,C6114,,,,
A23D7/02,C9416,C12791,,,,,
A23D7/04,C9416,C12791,,,,,
A23D7/05,C9416,C4198,,,,,
A23D7/06,C9416,C12733,,,,,
A23D9/00,C9416,,,,,,
A23D9/007,C9416,C8332,,,,,
A23D9/013,C9416,C6123,,,,,
A23D9/02,C9416,C12791,,,,,
A23D9/04,C9416,C12791,,,,,
A23D9/05,C9416,C12791,C6410,,,,
A23D9/06,C9416,C12733,,,,,
A23F3/00,C15761,,,,,,
A23F3/06,C15750,C12791,,,,,
A23F3/08,C15750,C11420,C6171,,,,
A23F3/10,C15750,C6171,C10268,C5780,,,
A23F3/12,C15757,C12791,,,,,
A23F3/14,C15761,C474,,,,,
A23F3/16,C15761,C12791,,,,,
A23F3/18,C172662,C6048,,,,,
A23F3/20,C15761,C6048,,,,,
A23F3/22,C172662,C12791,,,,,
A23F3/24,C172662,C6613,,,,,
A23F3/26,C172662,C6616,,,,,
A23F3/28,C172662,C15049,,,,,
A23F3/30,C172662,C5355,C12791,,,,
A23F3/32,C172662,C5355,C12791,,,,
A23F3/34,C15761,,,,,,
A23F3/36,C15761,C6048,C753,,,,
A23F3/38,C172662,C6048,C753,,,,
A23F3/40,C15761,C6376,,,,,
A23F3/42,C15761,C6376,C6048,,,,
A23F5/00,C3933,C3950,,,,,
A23F5/02,C7433,C12791,,,,,
A23F5/04,C3936,C13739,,,,,
A23F5/06,C3933,C13739,,,,,
A23F5/08,C3936,C7459,,,,,
A23F5/10,C13736,C12791,,,,,
A23F5/12,C13736,C12791,,,,,
A23F5/14,C13736,C12791,C6494,,,,
A23F5/16,C3933,C6048,,,,,
A23F5/18,C3940,C6048,,,,,
A23F5/20,C3933,C6048,C753,,,,
A23F5/22,C3940,C6048,C753,,,,
A23F5/24,C3949,C6048,,,,,
A23F5/26,C3940,C6048,C14813,,,,
A23F5/28,C3940,C12791,,,,,
A23F5/30,C3940,C6613,,,,,
A23F5/32,C3940,C6616,,,,,
A23F5/34,C3940,C15049,,,,,
A23F5/36,C3940,C5355,C12791,,,,
A23F5/38,C3940,C5355,C12791,,,,
A23F5/40,C3940,C5355,C12791,C6494,,,
A23F5/42,C3940,C5355,C12791,C6494,,,
A23F5/44,C3950,,,,,,
A23F5/46,C3933,C6376,,,,,
A23F5/48,C3933,C6376,C6048,,,,
A23F5/50,C3940,C6376,C6048,,,,
A23G1/00,C12358,,,,,,
A23G1/02,C12358,C12791,,,,,
A23G1/04,C12358,C12794,,,,,
A23G1/06,C51156,C12794,,,,,
A23G1/08,C3896,C12740,,,,,
A23G1/10,C10381,C13759,C3569,,,,
A23G1/12,C3569,C13448,C13759,,,,
A23G1/14,C3569,C4087,C12794,,,,
A23G1/16,C3569,C4087,C12794,,,,
A23G1/18,C3584,C10558,C12794,,,,
A23G1/20,C3569,C12794,,,,,
A23G1/21,C3569,C10558,C12794,,,,
A23G1/22,C3569,C193332,,,,,
A23G1/24,C3569,C12791,C17190,,,,
A23G1/26,C3569,C193332,C4183,,,,
A23G1/28,C3569,C10558,C12794,,,,
A23G1/30,C3905,,,,,,
A23G1/32,C3905,C4062,,,,,
A23G1/34,C3892,C195600,,,,,
A23G1/36,C3905,C6111,,,,,
A23G1/38,C3900,,,,,,
A23G1/40,C3905,C2976,,,,,
A23G1/42,C3905,C10268,C5780,C8332,,,
A23G1/44,C3905,C11906,,,,,
A23G1/46,C3905,C4752,,,,,
A23G1/48,C3905,C12358,,,,,
A23G1/50,C3905,C12181,,,,,
A23G1/52,C3905,C15357,,,,,
A23G1/54,C3905,,,,,,
A23G1/56,C3905,C188709,,,,,
A23G3/00,C15432,,,,,,
A23G3/02,C15432,C12794,,,,,
A23G3/04,C15432,C4188,C15417,,,,
A23G3/06,C15432,C12794,C14435,,,,
A23G3/08,C2856,C17190,C4198,,,,
A23G3/10,C2856,C12794,,,,,
A23G3/12,C2856,C10558,C193332,,,,
A23G3/14,C6489,C1847,C12794,,,,
A23G3/16,C6489,C193332,,,,,
A23G3/18,C6489,C10558,C193332,,,,
A23G3/20,C15432,C12794,C3878,C4102,,,
A23G3/22,C15432,C12794,C3878,,,,
A23G3/24,C15432,C12794,C3878,C5204,,,
A23G3/26,C15432,C12794,C3878,C16499,,,
A23G3/28,C15432,C12794,C4853,,,,
A23G3/32,C2947,C12791,,,,,
A23G3/34,C15432,C12791,,,,,
A23G3/36,C15432,C4062,,,,,
A23G3/38,C15442,,,,,,
A23G3/40,C15432,C6111,,,,,
A23G3/42,C15432,C2976,,,,,
A23G3/44,C15432,C11906,,,,,
A23G3/46,C15432,C4752,,,,,
A23G3/48,C15432,C12358,,,,,
A23G3/50,C15432,C12181,,,,,
A23G3/52,C15432,C15357,,,,,
A23G3/54,C15432,,,,,,
A23G3/56,C15432,,,,,,
A23G4/00,C3427,,,,,,
A23G4/02,C3427,C12794,,,,,
A23G4/04,C3427,C14435,C12794,,,,
A23G4/06,C3427,C4062,,,,,
A23G4/08,C3427,C4062,,,,,
A23G4/10,C3427,C2976,,,,,
A23G4/12,C3427,C10268,C5780,C8332,,,
A23G4/14,C3427,C11906,,,,,
A23G4/16,C3427,C4752,,,,,
A23G4/18,C3427,C12181,,,,,
A23G4/20,C3427,,,,,,
A23G7/00,C15432,C12794,,,,,
A23G7/02,C15432,C12794,,,,,
A23G9/00,C188441,,,,,,
A23G9/04,C188441,C12791,,,,,
A23G9/06,C188441,C3867,C4198,,,,
A23G9/08,C188441,C192788,,,,,
A23G9/10,C188441,C192788,C4164,C4198,C601,,
A23G9/12,C188441,C192788,C4164,C15226,,,
A23G9/14,C188441,C4170,,,,,
A23G9/16,C188441,C4170,C4198,C5828,,,
A23G9/18,C188441,C4170,C4198,C5828,,,
A23G9/20,C188441,C10383,C6916,,,,
A23G9/22,C188441,C12794,,,,,
A23G9/24,C188441,C12794,C3878,C4102,,,
A23G9/26,C188441,C12794,,,,,
A23G9/28,C188441,C12638,C5228,,,,
A23G9/30,C188441,C12794,C3778,C15194,,,
A23G9/32,C188441,C4062,,,,,
A23G9/34,C188441,C2976,,,,,
A23G9/36,C188441,C10268,C5780,C8332,,,
